CUI,SNIP,NOMBRE DE LA INVERSIÓN,ESTADO DE LA INVERSIÓN,TIPO DE INVERSIÓN,UNIDAD EJECUTORA DE INVERSIONES (UEI),COSTO DE INVERSIÓN VIABLE / APROBADO,COSTO DE INVERSIÓN ACTUALIZADO,COSTO TOTAL DE LA INVERSIÓN ACTUALIZADO,¿TIENE EXPEDIENTE TÉCNICO O DOCUMENTO EQUIVALENTE?,AVANCE FINANCIERO ACUMULADO,DEVENGADO ACUMULADO AL 2024,¿SE ENCUENTRA PROGRAMADO EN EL PMI?,PIM 2024 EN AVANCE FINANCIERO,PIM 2024,PIM 2023,PIM 2022
2130752,2130752,MEJORAMIENTO DE LOS EMISORES PRINCIPALES DE LA CIUDAD DE CHICLAYO,ACTIVO,PROYECTO DE INVERSION,UEI EPSEL S.A.,"83,933,567.00","82,064,208.82","82,064,208.82",SI   ,77.4 %,"63,540,904.66",NO,"9,223,748.00","9,223,748.00",No info. disponible,No info. disponible
2131661,2131661,CONSTRUCCION Y MEJORAMIENTO DE LA CARRETERA DESVIO VILQUECHICO-COJATA-SINA-YANAHUAYA.,ACTIVO,PROYECTO DE INVERSION,UEI DE LA GOBIERNO REGIONAL PUNO,"115,001,206.00","157,136,690.24","157,685,023.10",SI   ,74.2 %,"117,079,535.54",SI   ,"3,137,224.00","3,137,224.00","10,056,167.00","9,800,791.00"
2131774,2131774,CONSTRUCCION DE LA INFRAESTRUCTURA DEL CENTRO DE CAPACITACION SENCICO ZONAL PUNO,ACTIVO,PROYECTO DE INVERSION,UEI DEL SENCICO,"5,736,270.00","16,396,404.35","17,632,099.45",SI   ,91.4 %,"16,113,719.1",SI   ,"158,520.00","158,520.00","139,660.00","4,034,214.00"
2132587,2132587,SISTEMA ELECTRICO RURAL TAYABAMBA-HUANCASPATA V ETAPA,ACTIVO,PROYECTO DE INVERSION,DIRECCIÓN DE PROYECTOS - DIRECCIÓN GENERAL DE ELECTRIFICACIÓN RURAL DEL MINISTERIO DE ENERGÍA Y MINAS – DGER/MEM,"13,809,676.00","23,333,352.01","26,353,810.62",SI   ,97.1 %,"25,592,530.36",SI   ,"1,500,000.00","1,500,000.00","2,368,688.00","2,830,213.00"
2132770,2132770,CONSTRUCCION Y EQUIPAMIENTO DEL COMPLEJO EDUCATIVO PARA EL FORTALECIMIENTO ACADEMICO DE LA FACULTAD DE EDUCACION DE LA UNIVERSIDAD NACIONAL DE HUANCAVELICA,ACTIVO,PROYECTO DE INVERSION,UNH-UNIDAD EJECUTORA DE INVERSIONES,"5,818,763.00","7,594,126.37","7,594,126.37",SI   ,99.2 %,"7,531,204.75",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2132829,2132829,"MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y TRATAMIENTO DE AGUAS RESIDUALES EN LAS LOCALIDADES QUE CONFORMAN EL SISTEMA 02 A NIVEL DISTRITAL, DISTRITO DE ILABAYA - JORGE BASADRE - TACNA",CERRADO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE ILABAYA,"11,422,014.00","13,700,436.96","13,700,436.96",SI   ,99.4 %,"13,614,373.89",NO,0.00,No info. disponible,"29,700.00",No info. disponible
2133921,2133921,MEJORAMIENTO EN LA AUTOMATIZACION Y TELECOMUNICACIONES DE LA INFRAESTRUCTURA HIDRÁULICA MAYOR DEL P. E. CHINECAS,ACTIVO,PROYECTO DE INVERSION,,"4,730,663.00","6,061,764.18","6,061,764.18",SI   ,89.1 %,"5,403,155.85",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2134590,2134590,OBRAS DE CONTROL Y MEDICION DE AGUA POR BLOQUES DE RIEGO EN EL VALLE MOCHE,ACTIVO,PROYECTO DE INVERSION,,"574,423.00","749,558.33","749,558.33",SI   ,48.7 %,"364,819.33",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2135236,2135236,"MEJORAMIENTO DE LOS NIVELES DE PRODUCTIVIDAD HORTOFRUTICOLA MEDIANTE LA APLICACIÓN DE RIEGO POR GOTEO EN EL SECTOR ALTA PASTORA, DEL DISTRITO Y PROVINCIA DE TAMBOPATA, REGION MADRE DE DIOS",ACTIVO,PROYECTO DE INVERSION,UEI GERENCIA REGIONAL DE DESARROLLO ECONÓMICO DEL GR MADRE DE DIOS,"4,151,148.00","6,875,301.48","6,875,301.48",SI   ,70 %,"4,814,504.03",SI   ,0.00,No info. disponible,No info. disponible,No info. disponible
2135253,2135253,MEJORAMIENTO DE LAS CONDICIONES DEL SERVICIO DE COMEDOR UNIVERSITARIO DE LA UNIVERSIDAD NACIONAL DE INGENIERÍA,ACTIVO,PROYECTO DE INVERSION,UNI - CENTRO DE INFRAESTRUCTURA UNIVERSITARIA,"3,713,498.00","6,968,247.28","6,968,247.28",SI   ,54.7 %,"3,808,850.49",SI   ,"371,700.00","371,700.00","1,504,126.00","3,020,936.00"
2135281,2135281,"MEJORAMIENTO DE LA CARRETERA MOYACCASA -PULCAY Y RIO PAMPAS, DISTRITO DE HUACCANA, PROVINCIA DE CHINCHEROS, REGIÓN APURÍMAC",ACTIVO,PROYECTO DE INVERSION,UEI GERENCIA SUB REGIONAL CHINCHEROS,"2,890,359.00","6,294,140.3","6,294,140.3",SI   ,99.4 %,"6,258,930.96",SI   ,"35,209.00","35,209.00",No info. disponible,"35,209.00"
2135721,2135721,"AMPLIACION DE LA PRESA SHIÑA, DISTRITO DE CARANIA - YAUYOS - LIMA",ACTIVO,PROYECTO DE INVERSION,UEI DE LA DIRECCION REGIONAL DE AGRICULTURA DEL GOBIERNO REGIONAL LIMA,"2,387,447.00","14,081,921.95","14,081,921.95",SI   ,90.2 %,"12,706,319.27",SI   ,"1,190,791.00","1,190,791.00","154,754.00","3,715,740.00"
2136057,2136057,"AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE, ALCANTARILLADO Y TRATAMIENTO DE AGUAS RESIDUALES DE LA LOCALIDAD DE OCOBAMBA, PROVINCIA DE CHINCHEROS - APURIMAC",ACTIVO,PROYECTO DE INVERSION,,"5,331,327.00","5,843,933.02","5,843,933.02",NO,100 %,"5,843,090.3",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2137082,2137082,"CONSTRUCCION DE LOS SISTEMAS DE RIEGO PRESURIZADO EN EL SECTOR ALTO ILABAYA, COMITÉ DE RIEGO CARUMBRAYA, DISTRITO DE ILABAYA, PROVINCIA DE JORGE BASADRE - TACNA",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE ILABAYA,"2,977,738.00","3,928,925.25","3,928,925.25",SI   ,94.1 %,"3,695,608.01",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2139036,2139036,"CONSTRUCCION DEL SISTEMA DE RIEGO LAGUNA USTUNACCOCHA - CCASANCCAY EN EL DISTRITO DE VINCHOS, PROVINCIA DE HUAMANGA - AYACUCHO",ACTIVO,PROYECTO DE INVERSION,UEI DEL PROGRAMA REGIONAL DE IRRIGACIÓN Y DESARROLLO RURAL INTEGRADO,"33,238,414.00","71,155,473.05","71,532,988.71",SI   ,83 %,"59,396,364.05",SI   ,"3,500,000.00","3,500,000.00","5,654,142.00","12,063,968.00"
2141369,2141369,"MEJORAMIENTO DE LA PROVISION DE SERVICIOS DE SALUD DEL CENTRO DE SALUD SANTA ROSA, NIVEL I-3, MICRORED SAN SEBASTIAN-RED CUSCO SUR, DISTRITO DE SAN SEBASTIAN - CUSCO - CUSCO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE SAN SEBASTIAN,"4,772,251.00","8,804,502.34","8,804,502.34",SI   ,69.3 %,"6,098,725.06",NO,0.00,No info. disponible,No info. disponible,"35,000.00"
2141971,2141971,MEJORAMIENTO DEL CANAL CAJA RUMI DEL CASERIO DE MIRAMAR - DISTRITO DE CARAZ - PROVINCIA DE HUAYLAS - DEPARTAMENTO DE ANCASH,ACTIVO,PROYECTO DE INVERSION,UEI DE LA GOBIERNO REGIONAL ANCASH,"964,995.25","2,149,024.89","2,149,024.89",SI   ,71.9 %,"1,544,971.17",SI   ,"622,053.00","622,053.00","1,684,818.00","2,217,270.00"
2141991,2141991,"MEJORAMIENTO DEL CANAL DE RIEGO JESUS - CHUCO, DISTRITO DE JESUS - CAJAMARCA - CAJAMARCA",ACTIVO,PROYECTO DE INVERSION,UEI PROGRAMA SUSECTORIAL DE IRRIGACIONES,"5,970,198.00","6,807,667.88","6,807,667.88",SI   ,91.1 %,"6,202,205.2",SI   ,"239,758.00","239,758.00","377,629.00","413,629.00"
2142497,2142497,"MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y SISTEMA DE ALCANTARILLADO EN LA CIUDAD DE COYA , DISTRITO DE COYA, PROVINCIA DE CALCA - CUSCO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE COYA,"5,333,605.00","6,590,526.29","6,590,526.29",SI   ,88.2 %,"5,812,946.4",SI   ,"20,000.00","20,000.00","150,000.00","150,000.00"
2143218,2143218,"REHABILITACION , MEJORAMIENTO Y AMPLIACIÓN DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO, EN LA LOCALIDAD DE QUEROBAMBA, DISTRITO DE QUEROBAMBA, PROVINCIA DE SUCRE - AYACUCHO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD PROVINCIAL DE SUCRE,"2,266,768.00","3,154,384.87","3,154,384.87",SI   ,99.4 %,"3,135,489.91",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2143986,2143986,CONSTRUCCIÓN DEL CAMINO VECINAL CARHUAPATA - SOGOBAMBA - SAN JUAN DE QUIRU QUIRU,ACTIVO,PROYECTO DE INVERSION,UEI GERENCIA REGIONAL DE INFRAESTRUCTURA,"3,139,656.00","4,913,644.04","4,913,644.04",SI   ,69.4 %,"3,408,793.95",SI   ,"56,250.00","56,250.00","12,000.00","14,612.00"
2145301,2145301,"CONSTRUCCION DEL SISTEMA DE RIEGO CURIPAMPA, DISTRITO DE CHUMPI, PROVINCIA DE PARINACOCHAS - AYACUCHO",ACTIVO,PROYECTO DE INVERSION,UEI DEL PROGRAMA REGIONAL DE IRRIGACIÓN Y DESARROLLO RURAL INTEGRADO,"22,282,939.00","33,955,100.24","33,955,100.24",SI   ,98.8 %,"33,539,891.96",SI   ,"656,152.00","656,152.00","1,047,304.00","383,370.00"
2145309,2145309,"CONSTRUCCION DE LA TROCHA CARROZABLE HUAYLLABAMBA-PUENTE SAN JUAN, DISTRITO LIVITACA - CHUMBIVILCAS - CUSCO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE LIVITACA,"2,272,098.00","3,161,074.23","3,161,074.23",NO   ,81.1 %,"2,564,101.34",SI   ,0.00,No info. disponible,No info. disponible,No info. disponible
2145648,2145648,"AMPLIACION DEL SISTEMA DE AGUA POTABLE PARA LA COMUNIDAD DE KARANA, DISTRITO DE CHUCUITO - PUNO - PUNO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE CHUCUITO,"110,905.00","213,654.61","213,654.61",SI   ,93.6 %,"200,086.6",NO,0.00,No info. disponible,No info. disponible,0.00
2145971,2145971,"CONSTRUCCION DE UN SISTEMA DE ALMACENAMIENTO Y REGULACION EN EL SECTOR DE LA QUEBRADA COLTANI PARA MEJORAMIENTO DE AREAS AGRICOLAS, DISTRITO DE ILABAYA - JORGE BASADRE - TACNA",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE ILABAYA,"71,976,535.00","193,796,759.79","195,154,763.15",SI   ,77.4 %,"151,036,863.79",SI   ,"55,799,852.00","55,799,852.00","57,243,104.00","2,033,861.00"
2146392,2146392,"MEJORAMIENTO DE INFRAESTRUCTURA Y EQUIPAMIENTO DE LA I.E. N° 50166 AMPARAES, DEL DISTRITO DE LARES - PROVINCIA DE CALCA",ACTIVO,PROYECTO DE INVERSION,UEI GERENCIA REGIONAL DE GESTION DE PROYECTOS,"2,571,432.00","10,977,372.88","11,047,165.88",SI   ,95.4 %,"10,541,607.47",SI   ,"236,881.00","236,881.00","5,669,621.00","3,130,000.00"
2147508,2147508,"MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DE NIVEL SECUNDARIO DEL CRFA MOSOCLLACTA DEL SECTOR DE CHAPO CHICO, DISTRITO DE QUELLOUNO - LA CONVENCION - CUSCO",CERRADO,PROYECTO DE INVERSION,GERENCIA DE INFRAESTRUCTURA DE LA MUNICIPALIDAD DISTRITAL DE QUELLOUNO,"3,863,932.00","6,587,385.91","6,587,385.91",SI   ,100 %,"6,584,321.12",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2149787,2149787,"CONSTRUCCION DEL PUENTE VEHICULAR TAHUIS SECTOR DE QUINUAY DISTRITO DE LARES, PROVINCIA DE CALCA - CUSCO",ACTIVO,PROYECTO DE INVERSION,,"531,235.00","735,640.00","735,640.00",NO,105.7 %,"777,765.09",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2149996,2149996,"MEJORAMIENTO DE INFRAESTRUCTURA VIAL EN LOS JIRONES BRISAS DEL LAGO, YANAMAYO Y VÍAS CONEXAS DE LA CIUDAD DE PUNO, PROVINCIA DE PUNO - PUNO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD PROVINCIAL DE PUNO,"4,318,648.00","7,146,768.91","7,146,768.91",SI   ,42.5 %,"3,038,156.02",SI   ,"221,344.00","221,344.00","381,421.00","304,133.00"
2150105,2150105,"CAPACITACION TECNICO-OCUPACIONAL Y CONSTRUCCION DE INFRAESTRUCTURA FORMATIVA EN LA COMUNIDAD NATIVA DE MAMAYAQUE, DISTRITO DE EL CENEPA, PROVINCIA DE CONDORCANQUI, REGION AMAZONAS",ACTIVO,PROYECTO DE INVERSION,UEI DEL SENCICO,"4,061,829.00","8,506,169.73","8,624,997.94",SI   ,31.6 %,"2,727,585.78",SI   ,"217,000.00","217,000.00","150,828.00","239,787.00"
2150188,2150188,"MEJORAMIENTO DEL CANAL DE RIEGO Y RESERVORIO ALAYCUCHO DE LA LOCALIDAD DE QUEBAYA, DISTRITO DE CUCHUMBAYA - MARISCAL NIETO - MOQUEGUA",ACTIVO,PROYECTO DE INVERSION,,"1,016,194.7","1,420,808.17","1,420,808.17",SI   ,98.3 %,"1,396,036.1",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2150373,2150373,"MEJORAMIENTO DE ACCESO A SERVICIOS PRESTADOS POR LA MUNICIPALIDAD MEDIANTE AMPLIACION DE LA INFRAESTRUCTURA DEL CENTRO POBLADO DE HUAYHUAHUASI DEL DISTRITO DE COPORAQUE, PROVINCIA DE ESPINAR - CUSCO",ACTIVO,PROYECTO DE INVERSION,,"353,530.71","489,965.58","489,965.58",SI   ,98.9 %,"484,379.59",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2150407,2150407,"MEJORAMIENTO DE LA PRESTACION DE SERVICIOS PARA LA GESTION DE LOS SISTEMAS DE SANEAMIENTO AMBIENTAL BASICO RURAL EN EL ALTO Y MEDIO URUBAMBA, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO",ACTIVO,PROYECTO DE INVERSION,,"3,234,900.00","3,936,045.15","3,936,045.15",SI   ,94.3 %,"3,710,997.84",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2151688,2151688,"MEJORAMIENTO DE LA TROCHA EN UN TRAMO DE 0 + 58.59 KM QUE UNE LAS ZONAS DE AA. HH. VICTOR RAUL HAYA DE LA TORRE, ASOCIACION PRO VIVIENDA GERARDO PATIÑO LOPEZ Y LA COMUNIDAD CAMPESINA DE PUCAYACU, DISTRITO DE YANACANCHA - PASCO - PASCO",ACTIVO,PROYECTO DE INVERSION,,"140,405.32","196,333.83","196,333.83",NO   ,70.4 %,"138,252.77",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2151761,2151761,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA Y SANEAMIENTO BASICO INTEGRAL EN LOS SECTORES DE MUÑAPATA CENTRAL Y KALICANTO DE LA C.C. DE MUÑAPATA DEL DISTRITO DE URCOS, PROVINCIA DE QUISPICANCHI - CUSCO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD PROVINCIAL DE QUISPICANCHI,"1,162,821.46","1,622,135.95","1,622,135.95",NO   ,99.3 %,"1,610,135.81",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2151982,2151982,"INSTALACION DEL SISTEMA DE RIEGO LLUCHUBAMBA , DISTRITO DE SITACOCHA - CAJABAMBA - CAJAMARCA",ACTIVO,PROYECTO DE INVERSION,DIRECCIÓN REGIONAL DE AGRICULTURA,"3,105,169.00","4,953,821.44","4,953,821.44",SI   ,95.1 %,"4,711,555.68",SI   ,"242,265.00","242,265.00","1,344,524.00","1,378,742.00"
2153090,2153090,"INSTALACION DE 05 AULAS EN EL IEGECOM DEL CASERIO EL NARANJO, DISTRITO DE TACABAMBA - CHOTA - CAJAMARCA",ACTIVO,PROYECTO DE INVERSION,,"572,217.33","572,217.33","572,217.33",NO,76.1 %,"435,375.9",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2153308,2153308,CREACION DEL CENTRO DE SERVICIOS DE APOYO AL HABITAT RURAL EN EL C.P. KULLUPATA SANGARARA-ACOMAYO-CUSCO,ACTIVO,PROYECTO DE INVERSION,UNIDAD DE PLATAFORMAS DE SERVICIOS,"392,310.76","494,347.43","494,347.43",SI   ,0.4 %,"1,750.00",SI   ,0.00,No info. disponible,No info. disponible,No info. disponible
2153773,2153773,"MEJORAMIENTO DEL SISTEMA DE RIEGO DEL CANAL COHAYA EN EL ANEXO DE TOHATA, DISTRITO DE PUQUINA - GENERAL SANCHEZ CERRO - MOQUEGUA",ACTIVO,PROYECTO DE INVERSION,,"686,254.82","622,537.14","622,537.14",SI   ,94.8 %,"589,951.00",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2154249,2154249,MEJORAMIENTO DE LA CADENA PRODUCTIVA DE GANADO VACUNO PRODUCTORA DE LECHE EN LAS PROVINCIAS DE HUAURA Y BARRANCA,ACTIVO,PROYECTO DE INVERSION,UEI DE LA DIRECCION REGIONAL DE AGRICULTURA DEL GOBIERNO REGIONAL LIMA,"4,026,399.00","3,869,872.12","3,869,872.12",SI   ,100 %,"3,869,872.12",SI   ,"37,550.00","37,550.00",No info. disponible,0.00
2154251,2154251,"CREACION DEL SERVICIO DEL PUENTE PEATONAL YARAGUA DEL ANEXO DE YARAGUA, DISTRITO DE CUCHUMBAYA - MARISCAL NIETO - MOQUEGUA",ACTIVO,PROYECTO DE INVERSION,,"536,619.3","748,723.31","748,723.31",NO,95.5 %,"714,880.36",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2154492,2154492,"REHABILITACION DEL CAMINO VECINAL COMPAÑÍA BAJA - MEJORADA, PROVINCIA DE HUANTA – AYACUCHO",ACTIVO,PROYECTO DE INVERSION,DIRECCIÓN EJECUTIVA - PROVIAS DESCENTRALIZADO,"4,823,881.00","5,332,027.89","7,035,169.51",SI   ,99.4 %,"6,993,700.82",SI   ,0.00,No info. disponible,"26,948.00","18,263.00"
2155457,2155457,"AMPLIACION DEL SUB SISTEMA ELECTRICO, RED PRIMARIA Y SECUNDARIA DE LAS COMUNIDADES COLLPANI CHICO, COLLPANI ALTO Y MANAHUAÑUNCA, DISTRITO DE MARANURA - LA CONVENCION - CUSCO",CERRADO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE MARANURA,"453,437.28","634,752.08","634,752.08",SI   ,99.8 %,"633,517.55",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2155611,2155611,"CREACION DEL PUENTE PEATONAL DE LA QUEBRADA ZAPOTE EN LA LOCALIDAD DE SAN PEDRO DE ZAPOTE - DISTRITO DE YURIMAGUAS, PROVINCIA DE ALTO AMAZONAS - LORETO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD PROVINCIAL DE ALTO AMAZONAS,"172,208.00","241,091.2","241,091.2",SI   ,98.6 %,"237,780.72",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2157301,2157301,"MEJORA DE LA CAPACIDAD RESOLUTIVA Y OPERATIVA DEL HOSPITAL ROMÁN EGOAVIL PANDO DEL DISTRITO DE VILLA RICA, PROVINCIA OXAPAMPA, REGION PASCO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA GOBIERNO REGIONAL PASCO,"113,547,273.00","148,661,607.72","149,715,482.72",SI   ,70 %,"104,776,915.67",SI   ,"23,455,124.00","23,455,124.00","12,846,519.00","63,480,875.00"
2157574,2157574,"INSTALACION DEL SERVICIO DE AGUA POTABLE EN LA LOCALIDAD DE PAMPAGRANDE, DISTRITO DE TACABAMBA - CHOTA - CAJAMARCA",ACTIVO,PROYECTO DE INVERSION,,"382,052.08","382,052.08","382,052.08",NO   ,69.4 %,"265,334.9",SI   ,0.00,No info. disponible,No info. disponible,No info. disponible
2157865,2157865,"MEJORAMIENTO DEL SERVICIO EDUCATIVO DE LA I.E. DE LA COMUNIDAD PALMA GRANDE, DISTRITO DE TACABAMBA - CHOTA - CAJAMARCA",ACTIVO,PROYECTO DE INVERSION,,"1,178,223.98","1,178,223.98","1,178,223.98",NO,44.9 %,"529,369.66",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2157984,2157984,"INSTALACION DEL CANAL DE IRRIGACIÓN HUANTUC - CHUQUIS - HUANCAN, DISTRITO DE CHUQUIS - DOS DE MAYO - HUANUCO",ACTIVO,PROYECTO DE INVERSION,UEI PROGRAMA SUSECTORIAL DE IRRIGACIONES,"9,927,790.00","27,718,096.35","32,149,935.35",SI   ,96.8 %,"31,109,585.97",SI   ,"159,608.00","159,608.00","112,094.00","143,453.00"
2158164,2158164,"MEJORAMIENTO DE LA INFRAESTRUCTURA MUNICIPAL DE USOS MULTIPLES DEL C.P. CHALLAPUJO SUYO DEL DISTRITO DE ILAVE, PROVINCIA DE EL COLLAO - PUNO",ACTIVO,PROYECTO DE INVERSION,,"472,018.41","654,248.68","654,248.68",SI   ,93.7 %,"613,308.2",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2158287,2158287,"CREACION DE LA PLAZA LA VICTORIA EN EL ANEXO DE MULLINI EN LA, PROVINCIA DE CANDARAVE - TACNA",ACTIVO,PROYECTO DE INVERSION,,"238,111.01","302,465.12","302,465.12",SI   ,91.5 %,"276,770.82",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2158302,2158302,"MEJORAMIENTO Y REHABILITACION DE LA INFRAESTRUCTURA PARA LA TRADICION Y LA PRESERVACION DE LA CULTURA EN LA LOCALIDAD DE ICHUÑA, DISTRITO DE ICHUNA - GENERAL SANCHEZ CERRO - MOQUEGUA",ACTIVO,PROYECTO DE INVERSION,,"4,101,861.00","4,921,920.59","4,921,920.59",SI   ,99.8 %,"4,912,535.88",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2158622,2158622,"MEJORAMIENTO DEL SISTEMA DE RIEGO DEL BARRIO PATA PATA PARTE BAJA DE LA COMUNIDAD DE PAMPAPHALLA, PROVINCIA DE CANCHIS - CUSCO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD PROVINCIAL DE CANCHIS,"401,672.68","525,075.04","525,075.04",NO   ,97.1 %,"509,786.26",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2158709,2158709,"INSTALACION DE DEFENSA RIBEREÑA EN EL CENTRO POBLADO DE CHAUPIMAYO, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE ECHARATI,"7,830,792.00","8,661,106.63","8,661,106.63",SI   ,25 %,"2,163,541.36",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2158954,2158954,"INSTALACION DEL SISTEMA DE AGUA POTABLE Y DESAGUE DEL CENTRO POBLADO DE SANTA ROSA, DISTRITO DE PADRE ABAD, PROVINCIA DE PADRE ABAD - UCAYALI",ACTIVO,PROYECTO DE INVERSION,UEI MUNICIPALIDAD PROVINCIAL DE PADRE ABAD,"3,868,470.00","5,362,575.7","5,362,575.7",SI   ,83.7 %,"4,489,967.9",SI   ,"20,831.00","20,831.00","3,000.00",No info. disponible
2158977,2158977,"INSTALACION DE LOS SERVICIOS BASICOS DE SANEAMIENTO Y ALCANTARILLADO DE LA CIUDAD DE OXAMARCA Y ANEXOS, DISTRITO DE OXAMARCA - CELENDIN - CAJAMARCA",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE OXAMARCA,"3,281,549.00","11,133,415.88","11,133,415.88",SI   ,77.8 %,"8,658,527.73",SI   ,0.00,0.00,254.00,No info. disponible
2159278,2159278,"MEJORAMIENTO DEL SERVICIO MUNICIPAL EN LA CIUDAD DE SAN IGNACIO, DISTRITO DE SAN IGNACIO, PROVINCIA DE SAN IGNACIO - CAJAMARCA",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD PROVINCIAL DE SAN IGNACIO,"6,642,216.00","6,987,630.01","6,987,630.01",NO   ,86.9 %,"6,074,518.23",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2159349,2159349,"CREACION DE LA TROCHA CARROZABLE CCACASMAYO - RIO BLANCO - RINCONADA, C.P.M. KITENI, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE ECHARATI,"6,842,413.00","7,901,445.87","7,901,445.87",SI   ,93.8 %,"7,409,516.97",SI   ,"242,764.00","242,764.00",No info. disponible,"371,636.00"
2159825,2159825,"MEJORAMIENTO E INSTALACION DEL SERVICIO DE AGUA DEL SISTEMA DE RIEGO DEL CASERIO DE SANTA CATALINA, DISTRITO DE CUPISNIQUE, PROVINCIA DE CONTUMAZA, REGION CAJAMARCA",ACTIVO,PROYECTO DE INVERSION,DIRECCIÓN REGIONAL DE AGRICULTURA,"4,980,072.00","10,252,206.09","10,252,206.09",SI   ,80.8 %,"8,284,593.07",SI   ,"1,967,613.00","1,967,613.00","641,907.00","1,825,098.00"
2160112,2160112,"MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE SALUD EN EL PUESTO DE SALUD DE LA COMUNIDAD DE CHUCMAR, DISTRITO DE TACABAMBA - CHOTA - CAJAMARCA",CERRADO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE TACABAMBA,"546,044.78","546,044.78","546,044.78",NO   ,87 %,"475,191.95",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2160166,2160166,"MEJORAMIENTO Y AMPLIACION DE LA INSTITUCION EDUCATIVA N 50544 SEÑOR DE EXALTACION EN LA PARCIALIDAD DE YANAMA, DISTRITO DE OCONGATE - QUISPICANCHI - CUSCO",ACTIVO,PROYECTO DE INVERSION,sub gerencia de infraestructura urbana y rural DE LA MUNICIPALIDAD DISTRITAL DE OCONGATE,"2,808,956.00","4,811,282.99","4,811,282.99",SI   ,98.3 %,"4,729,187.12",SI   ,"20,000.00","20,000.00","23,000.00","315,517.00"
2160572,2160572,"INSTALACION DE 03 AULAS IE N 10844 EL VERDE - PUCARA, DISTRITO DE TACABAMBA - CHOTA - CAJAMARCA",ACTIVO,PROYECTO DE INVERSION,,"121,941.56","121,941.56","121,941.56",NO,74.8 %,"91,247.3",NO,0.00,No info. disponible,No info. disponible,No info. disponible
